Búsnúmer.;Einstaklingsnr. móður;Fæð.dagur móður;Nr. síð. sæð.;Dagar - sæð. til burðar;Naut;Burðardags.;Burður nr.;Faðir;Kyn;Gangur;Afdrif;Númer kálfs
1717381;201917173811213;05.04.2019;2;278;18045;30.06.2021;1;18045;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202117173811365
1527151;201415271510539;21.08.2014;1;288;18037;30.06.2021;5;18037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115271510839
1600841;201716008412478;26.01.2017;1;293;15022;30.06.2021;3;15022;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116008413537
1527241;201915272411079;25.05.2019;1;285;18035;30.06.2021;1;18035;Naut;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1664941;201916649411355;26.09.2019;;;;30.06.2021;1;201916649411317;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116649411463
1654691;201916546910853;25.10.2019;;;;30.06.2021;1;201816546810956;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116546910920
1460381;201914603811112;07.06.2019;1;290;201914603811084;30.06.2021;1;201914603811084;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202114603811303
1261381;201912613810996;06.07.2019;1;276;13011;30.06.2021;1;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202112613811127
1261381;201912613810996;06.07.2019;1;276;13011;30.06.2021;1;13011;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202112613811128
1534351;201915343511372;08.03.2019;;;;30.06.2021;1;201815343511333;Naut;3. Erfiður burður-mikil burðarhjálp;9, Drapst í fæðingu;
1638601;201916386011222;01.05.2019;;;;30.06.2021;1;201816386011156;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1662061;201716620610905;28.01.2017;3;285;18050;30.06.2021;3;18050;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116620611178
1671511;201816715111686;15.07.2018;1;286;14050;30.06.2021;2;14050;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202116715112113
1540061;201915400610718;10.08.2019;1;287;201915400610719;30.06.2021;1;201915400610719;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202115400610795
1441521;201414415210757;04.01.2014;2;290;11011;30.06.2021;6;11011;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202114415211039
1399011;201313990110316;23.06.2013;1;281;13022;30.06.2021;5;13022;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202113990110486
1459921;201814599210935;20.08.2018;1;278;18025;30.06.2021;2;18025;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202114599211078
1637551;201816375510924;05.10.2018;;;;30.06.2021;1;201916375510933;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116375511057
1534101;201815718110482;23.11.2018;1;610;201715718110441;30.06.2021;2;201915341010895;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115341011062
1525431;201415242911018;18.02.2014;1;289;18037;30.06.2021;6;18037;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202115254311336
1645281;201916452812621;05.01.2019;;;;30.06.2021;2;201916452812707;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116452812986
1464241;201914642410807;29.01.2019;;;;30.06.2021;1;201815244610674;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114642410954
1654801;201716548010619;08.10.2017;1;282;18040;30.06.2021;3;18040;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116548010766
1630741;201816307410824;25.02.2018;1;289;18050;30.06.2021;2;18050;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116307410929
1650032;201816500321017;14.01.2018;1;277;14008;30.06.2021;2;14008;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116500321146
1650032;201816500321017;14.01.2018;1;277;14008;30.06.2021;2;14008;Kvíga;2. Léttur burður-lítil burðarhjálp;7,  Drapst innan sólarhrings;
1641631;201716416311124;13.12.2017;1;283;18036;30.06.2021;2;18036;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116416311535
1574431;201715744310219;21.11.2017;2;288;18031;30.06.2021;2;18031;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202115744310262
1528871;201815288711559;20.05.2018;1;287;201815288711607;30.06.2021;2;201815288711607;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115288711848
1595181;201515951810311;29.06.2015;1;283;13011;30.06.2021;4;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115951810406
1572011;201615720112300;02.09.2016;1;280;15014;30.06.2021;4;15014;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202115720112814
1440201;201714402010308;16.03.2017;2;292;18024;30.06.2021;3;18024;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202114402010371
1533501;201615335010380;11.05.2016;1;284;13027;30.06.2021;3;13027;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115335010488
1525131;201715251310945;03.02.2017;1;286;18050;30.06.2021;3;18050;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115251311194
1338531;201613385311782;01.05.2016;3;291;15022;30.06.2021;4;15022;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202113385312197
1331671;201613408710185;16.04.2016;2;442;18022;30.06.2021;3;201813316710821;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202113316710985
1361391;201513613910485;01.12.2015;1;287;18031;30.06.2021;4;18031;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202113613910733
1523171;201515231711059;23.09.2015;1;285;15018;30.06.2021;4;15018;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202115231711389
1528841;201715288411183;20.05.2017;1;281;19402;30.06.2021;3;19402;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202115288411406
1633701;201516337010236;13.05.2015;2;280;18034;30.06.2021;4;18034;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116337010389
1524711;201615247111510;13.05.2016;2;284;18039;30.06.2021;3;18039;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115247111845
1571871;201715718711541;11.04.2017;;;;30.06.2021;2;999999999919999;Naut;3. Erfiður burður-mikil burðarhjálp;1, Settur á;202115718711735
1465371;201514653710812;16.09.2015;3;286;18045;30.06.2021;4;18045;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202114653711249
1524711;201615240310570;22.01.2016;1;284;12007;30.06.2021;4;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115247111844
1526591;201515265910716;02.03.2015;1;281;15019;30.06.2021;5;15019;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115265911132
1639321;201416393210576;07.11.2014;2;286;13027;30.06.2021;5;13027;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202116393210873
1662061;201616620610891;20.09.2016;1;292;18040;30.06.2021;3;18040;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202116620611179
1638721;201516387210566;08.03.2015;2;279;15014;30.06.2021;5;15014;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116387210982
1528191;201415281910637;22.04.2014;1;282;19402;30.06.2021;4;19402;Kvíga;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115281910937
1360171;201913601711161;21.06.2019;;;;30.06.2021;1;201913601711156;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1638111;201916381110596;01.07.2019;1;282;18050;29.06.2021;1;18050;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202116381110669
1528871;201515288711255;05.01.2015;2;289;201815288711607;29.06.2021;5;201815288711607;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202115288711847
1526831;201915268310575;29.04.2019;1;286;18040;29.06.2021;1;18040;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202115268310624
1525931;201915259310999;08.04.2019;2;279;201815259310979;29.06.2021;1;202015259311062;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115259311189
1665491;201916654912532;09.06.2019;;;;29.06.2021;1;201916654912564;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116654912763
1638881;201716388810779;19.11.2017;1;288;18028;29.06.2021;2;18028;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116388810964
1513581;201615135810669;25.04.2016;2;282;13027;29.06.2021;3;13027;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202115135810932
1662661;201916626610876;11.06.2019;1;268;201916626610884;29.06.2021;1;201916626610884;Naut;2. Léttur burður-lítil burðarhjálp;3, Slátrað/í sláturhús;202116626610971
1662751;201916627510808;17.02.2019;4;288;18028;29.06.2021;1;18028;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1440541;201914405410836;25.06.2019;2;271;14008;29.06.2021;1;201914405410822;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114405410929
1526571;201915265711856;04.08.2019;1;287;18037;29.06.2021;1;18037;Kvíga;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1459301;201914593011942;22.08.2019;1;276;201914593011956;29.06.2021;1;201914593011956;Naut;4. Mjög erfiður burður-aðstoð dýralæknis;2, Alinn til kjötframleiðslu;202114593012177
1463181;201713599910351;24.12.2017;4;290;12001;29.06.2021;2;12001;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1637551;201716375510868;22.07.2017;2;289;13022;29.06.2021;2;13022;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116375511056
1664921;201916649211396;20.06.2019;1;293;18050;29.06.2021;1;201916649211362;Naut;3. Erfiður burður-mikil burðarhjálp;9, Drapst í fæðingu;
1638451;201516384510518;20.12.2015;1;286;18031;29.06.2021;4;18031;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116384510724
1645281;201516452812146;06.07.2015;;;;29.06.2021;4;201916452812707;Kvíga;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116452813016
1670731;201916707311378;25.01.2019;2;277;19001;29.06.2021;1;19001;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116707311536
1459301;201814593011821;18.09.2018;1;282;14008;29.06.2021;2;14008;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114593012176
1460051;201814600510678;27.01.2018;1;282;14087;29.06.2021;2;14087;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114600510845
1540071;201815400710157;15.03.2018;3;286;18029;29.06.2021;2;18029;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115400710372
1664651;201716646511273;22.11.2017;1;282;19404;29.06.2021;2;19404;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116646511501
1630351;201816303510433;06.07.2018;;;;29.06.2021;1;201916303510444;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116303510547
1637101;201516371010526;31.12.2015;2;287;18040;29.06.2021;4;18040;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116371010770
1638721;201716376010774;12.03.2017;3;287;18034;29.06.2021;3;18034;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116387210981
1665721;201616657210611;21.12.2016;2;287;18036;29.06.2021;3;18036;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202116657210865
1641861;201716418611918;27.03.2017;1;286;15027;29.06.2021;3;15027;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116418612442
1640601;201616406010867;12.12.2016;1;647;13011;29.06.2021;3;202016406011075;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202116406011156
1526571;201615265711513;26.06.2016;1;286;15029;29.06.2021;4;15029;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115265712064
1637551;201616375510803;20.06.2016;2;295;18045;29.06.2021;4;18045;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116375511055
1345121;201613451210759;20.06.2016;1;288;13011;29.06.2021;3;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202113451210998
1527641;201515276410893;17.08.2015;1;227;12007;29.06.2021;4;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115276411179
1676331;201516763310352;22.11.2015;3;293;18040;29.06.2021;4;18040;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1521481;201615214810706;20.06.2016;1;286;15011;29.06.2021;3;15011;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202115214810888
1527641;201615276410916;18.04.2016;2;280;14008;29.06.2021;4;14008;Kvíga;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1526461;201615264612531;06.09.2016;1;290;12007;29.06.2021;4;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115264613187
1662661;201616626610761;01.11.2016;1;281;18039;29.06.2021;3;18039;Naut;2. Léttur burður-lítil burðarhjálp;3, Slátrað/í sláturhús;202116626610972
1362451;201513624510960;09.10.2015;1;293;15022;29.06.2021;4;15022;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1447411;201614474110460;08.03.2016;1;293;19402;29.06.2021;4;19402;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202114474110592
1513581;201315135810577;17.04.2013;4;245;12007;29.06.2021;6;12007;Óþekkt;1. Auðveldur burður-bar sjálf;5, Fósturlát;
1639441;201516346310402;20.05.2015;1;310;12090;29.06.2021;5;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116394410238
1461451;201614614510260;10.07.2016;3;276;15004;29.06.2021;4;15004;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114614510414
1537151;201315381810424;14.05.2013;1;285;15029;29.06.2021;6;15029;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;202115371510533
1565281;201315652810563;22.02.2013;1;286;14008;29.06.2021;5;14008;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202115652810870
1663501;201516635010865;05.02.2015;1;287;18045;29.06.2021;4;18045;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116635011191
1360201;201913602010952;29.05.2019;;;;29.06.2021;1;201913602010950;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1527241;201915272411086;16.06.2019;1;283;18036;28.06.2021;1;18036;Kvíga;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1534171;201115341710285;26.11.2011;6;287;18027;28.06.2021;6;18027;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1338531;201613385311837;21.12.2016;3;282;14050;28.06.2021;3;14050;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202113385312196
1665941;201916659411521;09.06.2019;;;;28.06.2021;1;201916654912564;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116659411743
1634621;201916346210843;15.01.2019;2;215;201916346210892;28.06.2021;1;201916346210892;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116346210976
1460341;201914603410828;28.02.2019;2;277;201814603410812;28.06.2021;1;201814603410812;Kvíga;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1460381;201914603811115;21.07.2019;1;266;201914603811084;28.06.2021;1;201914603811084;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202114603811302
1528281;201815282811493;27.01.2018;2;285;18037;28.06.2021;2;18037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115282811730
1360171;201913601711164;04.07.2019;;;;28.06.2021;1;201913601711156;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202113601711298
1521481;201815214810791;09.07.2018;;;;28.06.2021;1;201715214810765;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1644781;201916447810892;06.05.2019;;;;28.06.2021;1;201916447810891;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202116447810942
1666181;201916661811505;02.03.2019;;;;28.06.2021;1;201716661811368;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116661811680
1526341;201915263411654;31.07.2019;1;285;15019;28.06.2021;1;15019;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202115263411786
1665491;201916654912526;01.06.2019;;;;28.06.2021;1;201916654912564;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116654912762
1375751;201913757511045;26.03.2019;;;;28.06.2021;1;999999999919999;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202113757511180
1527311;201915273110792;08.07.2019;2;310;201915273110800;28.06.2021;1;201915273110800;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115273110890
1527781;201715259310854;12.05.2017;1;289;13011;28.06.2021;3;13011;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115277810636
1676311;201916763110707;01.01.2019;1;284;18036;28.06.2021;2;18036;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116763110779
1633351;201516333510505;19.03.2015;1;282;12007;28.06.2021;4;12007;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1459891;201914598911088;30.01.2019;;;;28.06.2021;1;201914598911097;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;202114598911309
1464241;201714642410740;04.12.2017;;;;28.06.2021;2;201815244610674;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1639361;201816393611778;04.07.2018;;;;28.06.2021;1;201916397610913;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116393611944
1535491;201815354910500;01.07.2018;;;;28.06.2021;1;201815354910494;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115354910633
1527741;201815277410755;18.06.2018;1;295;12007;28.06.2021;2;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115277410927
1528281;201715282811490;30.12.2017;1;282;18039;28.06.2021;2;18039;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115282811728
1360171;201813601711078;13.04.2018;1;287;14008;28.06.2021;2;14008;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202113601711299
1464211;201714642110924;11.12.2017;2;295;18034;28.06.2021;2;18034;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114642111180
1666181;201816661811412;03.03.2018;1;279;13011;28.06.2021;2;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116661811679
1462811;201714628110947;20.08.2017;1;286;18026;28.06.2021;2;18026;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114628111172
1464241;201814642410753;22.01.2018;;;;28.06.2021;3;201815244610674;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1661851;201816618511526;16.06.2018;3;285;15019;28.06.2021;2;15019;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116618511705
1528281;201615282811406;30.10.2016;1;291;13011;28.06.2021;3;13011;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115282811729
1641631;201616416310951;11.06.2016;2;282;19402;28.06.2021;2;19402;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116416311533
1581711;201715817110636;03.02.2017;1;282;13022;28.06.2021;3;13022;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202115817110824
1347391;201713473910520;03.05.2017;4;126;15042;28.06.2021;2;18029;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202113473910660
1641631;201716416311014;08.04.2017;1;281;12007;28.06.2021;2;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116416311534
1667341;201716673410761;13.06.2017;1;284;19001;28.06.2021;3;19001;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116673410982
1638771;201616387710571;12.06.2016;2;292;18045;28.06.2021;3;18045;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116387710765
1528191;201615281910733;11.09.2016;1;280;19402;28.06.2021;3;19402;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1447162;201514471620462;22.06.2015;4;279;13011;28.06.2021;4;999999999919999;Naut;3. Erfiður burður-mikil burðarhjálp;5, Fósturlát;
1668251;201716682510374;31.05.2017;1;284;14031;28.06.2021;3;14031;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116682510511
1454391;201714102610971;07.02.2017;1;609;201714547510657;28.06.2021;3;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114543910371
1664981;201616649810578;13.05.2016;6;295;12090;28.06.2021;3;12090;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202116649810823
1637551;201616375510790;25.01.2016;1;282;18050;28.06.2021;4;18050;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1637941;201716379410547;06.01.2017;3;299;18045;28.06.2021;3;18045;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116379410718
1664831;201316648310669;15.01.2013;1;280;18402;28.06.2021;7;18402;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116648311164
1662631;201416627411303;18.01.2014;2;289;18045;28.06.2021;6;18045;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1667471;201216674710377;10.05.2012;1;704;17051;28.06.2021;6;201916674710539;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116674710639
1638771;201616387710602;05.07.2016;1;283;14031;28.06.2021;3;14031;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116387710780
1667251;201416672511888;11.04.2014;1;289;18045;28.06.2021;6;18045;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202116672512527
1525131;201315251310746;04.06.2013;1;287;18039;28.06.2021;6;18039;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;202115251311193
1655161;201516551610435;22.05.2015;2;288;18040;28.06.2021;3;18040;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116551610641
1638111;201816381110561;22.06.2018;1;291;18027;28.06.2021;2;18027;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202116381110668
1526461;201915718110502;12.04.2019;1;93;19005;27.06.2021;1;999999999919999;Naut;3. Erfiður burður-mikil burðarhjálp;3, Slátrað/í sláturhús;202115264613186
1523281;201515281810419;08.02.2015;1;294;15018;27.06.2021;5;15018;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115232810907
1639951;201916399511293;19.02.2019;;;;27.06.2021;1;201716399511185;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116399511455
1527861;201915278610876;06.06.2019;4;297;201815278611016;27.06.2021;1;201815278611016;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1671511;201916715111790;08.04.2019;;;;27.06.2021;1;201916715111757;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202116715112112
1453351;201914533510791;09.04.2019;;;;27.06.2021;1;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114533510920
1440541;201914405410837;28.06.2019;1;287;201914405410822;27.06.2021;1;201914405410822;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202114405410928
1525931;201913607310682;30.04.2019;1;342;18019;27.06.2021;1;202015259311062;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115259311188
1525942;201915259421073;17.04.2019;;;;27.06.2021;1;201915259421074;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1360171;201913601711159;05.06.2019;;;;27.06.2021;1;201913601711156;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1631201;201916312010822;14.02.2019;;;;27.06.2021;1;201816312010804;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1580911;201615809110545;25.10.2016;1;283;18037;27.06.2021;3;18037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115809110652
1668311;201816683110560;28.07.2018;1;301;13057;27.06.2021;2;201916683110594;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202116683110653
1526151;201815261510804;22.01.2018;4;287;18040;27.06.2021;2;18040;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115261511081
1574431;201815744310223;05.06.2018;1;285;18031;27.06.2021;1;18031;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115744310261
1591201;201715912010895;21.12.2017;1;283;15027;27.06.2021;2;15027;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202115912011237
1665631;201716656310848;24.09.2017;1;267;15018;27.06.2021;3;15018;Naut;4. Mjög erfiður burður-aðstoð dýralæknis;1, Settur á;202116656310988
1665631;201716656310848;24.09.2017;1;267;15018;27.06.2021;3;15018;Kvíga;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1343661;201813436610293;29.03.2018;;;;27.06.2021;1;201813436610287;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202113436610402
1638991;201816389911165;22.01.2018;3;286;18050;27.06.2021;2;18050;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;202116389911415
1523901;201815239010350;15.06.2018;1;283;15011;27.06.2021;2;15011;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1523901;201815239010350;15.06.2018;1;283;15011;27.06.2021;2;15011;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1410061;201614094910388;29.06.2016;4;284;18027;27.06.2021;2;18027;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1464041;201614640410672;24.08.2016;1;324;201914640410762;27.06.2021;2;201914640410762;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;202114640410815
1337241;201613372410468;24.01.2016;1;288;13011;27.06.2021;4;13011;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;202113372410676
1521481;201715214810730;12.04.2017;2;284;15011;27.06.2021;2;15011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115214810887
1665691;201716656910734;27.02.2017;1;283;15029;27.06.2021;3;15029;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202116656911040
1664981;201716649411197;16.03.2017;1;292;15014;27.06.2021;3;15014;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202116649810822
1667671;201616676710978;17.12.2016;1;290;18036;27.06.2021;3;18036;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202116676711236
1463591;201614635910508;23.08.2016;1;288;12090;27.06.2021;4;12090;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202114635910673
1589691;201615896911074;05.07.2016;1;283;18025;27.06.2021;4;18025;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202115896911356
1638491;201716384910721;04.03.2017;2;286;9004;27.06.2021;3;9004;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202116384910890
