Búsnúmer.;Einstaklingsnr. móður;Fæð.dagur móður;Nr. síð. sæð.;Dagar - sæð. til burðar;Naut;Burðardags.;Burður nr.;Faðir;Kyn;Gangur;Afdrif;Númer kálfs
1453911;201614539110514;20.10.2016;1;282;13027;31.12.2019;2;13027;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201914539110618
1667281;201516672811393;23.08.2015;1;281;13027;31.12.2019;3;13027;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201916672811866
1640601;201716406010895;14.06.2017;1;296;13027;31.12.2019;1;13027;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201916406011073
1667251;201516672511983;14.08.2015;3;296;12001;31.12.2019;3;12001;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1571871;201715718711540;06.04.2017;;;;31.12.2019;1;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915718711654
1463281;201614632810674;15.01.2016;1;285;17030;31.12.2019;2;17030;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201914632810865
1524711;201615247111516;01.07.2016;2;274;201715264612619;31.12.2019;2;201715264612619;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201915247111750
1653611;201516536111611;10.09.2015;1;286;17028;31.12.2019;3;17028;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916536112010
1539231;201515392310513;07.09.2015;1;283;12090;31.12.2019;3;12090;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915392310693
1638711;201616387111222;19.11.2016;2;289;12090;31.12.2019;2;201716387111263;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201916387111432
1528861;201615288611884;30.06.2016;;;;31.12.2019;2;999999999919999;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915288612228
1519381;201615193810324;27.12.2016;1;286;17030;31.12.2019;2;17030;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915193810397
1528861;201715288611938;08.02.2017;;;;31.12.2019;2;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915288612232
1337371;201513373710728;06.08.2015;2;287;17040;31.12.2019;3;17040;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1638721;201516387210596;13.12.2015;1;281;13084;31.12.2019;3;13084;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916387210856
1638721;201516387210596;13.12.2015;1;281;13084;31.12.2019;3;13084;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916387210855
1454251;201614542510763;22.04.2016;3;284;13084;31.12.2019;2;13084;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201914542510900
1667281;201616672811424;14.01.2016;2;284;17038;31.12.2019;2;17038;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916672811865
1540061;201715400610606;25.01.2017;1;278;201715400610620;31.12.2019;2;201715400610620;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915400610737
1462881;201614628810301;10.05.2016;2;310;17027;31.12.2019;2;17027;Naut;1. Auðveldur burður-bar sjálf;7,  Drapst innan sólarhrings;
1464211;201614642110850;25.06.2016;1;289;17038;31.12.2019;2;17038;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914642111046
1528861;201715288611936;27.01.2017;;;;31.12.2019;2;999999999919999;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915288612231
1447252;201614472510529;08.05.2016;1;279;17003;31.12.2019;2;17003;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201914472520683
1600841;201716008412595;06.07.2017;;;;31.12.2019;1;201716010510841;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916008413185
1664831;201616648310862;25.07.2016;4;287;17036;30.12.2019;2;17036;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;201916648311081
1665231;201616660310587;27.12.2016;1;288;17034;30.12.2019;2;17034;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916652310888
1668091;201516680910512;10.10.2015;3;283;17036;30.12.2019;3;17036;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;201916680910648
1637121;201516371210548;01.08.2015;1;285;12090;30.12.2019;3;12090;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916371210699
1534101;201615341010712;10.01.2016;;;;30.12.2019;2;201715344410654;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1398021;201313980210722;27.01.2013;2;287;17029;30.12.2019;6;17029;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201913980211014
1580531;201615805310816;23.07.2016;2;280;17030;30.12.2019;2;17030;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915805311002
1519181;201615191810559;02.10.2016;1;288;13051;30.12.2019;2;13051;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201915191810739
1676361;201516763610627;21.02.2015;7;284;17037;30.12.2019;3;17037;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916763610742
1668251;201316682510266;13.10.2013;1;290;12090;30.12.2019;5;12090;Naut;3. Erfiður burður-mikil burðarhjálp;3, Slátrað/í sláturhús;201916682510469
1523071;201315230710832;05.12.2013;1;294;12090;30.12.2019;4;12090;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915230711141
1360971;201413609710358;15.12.2014;1;281;13057;30.12.2019;4;13057;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201913609710584
1662641;201416626410513;19.12.2014;1;277;13027;30.12.2019;4;13027;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916626410735
1527661;201315276610437;20.10.2013;5;247;17027;30.12.2019;4;13027;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201915276610604
1639951;201416399510983;12.11.2014;1;292;17036;30.12.2019;4;17036;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916399511359
1639951;201416399510985;23.11.2014;2;285;17036;30.12.2019;3;17036;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916399511358
1360851;201413608510540;31.01.2014;1;285;17040;30.12.2019;3;17040;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201913608510704
1638981;201316389810741;08.01.2013;1;288;13027;30.12.2019;6;13027;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916389811159
1581711;201415817110521;25.04.2014;3;288;16074;30.12.2019;4;16074;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201915817110762
1464331;201214643310673;04.11.2012;3;283;17038;30.12.2019;5;17038;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201914643311150
1264521;201312645210707;04.11.2013;3;285;17049;30.12.2019;4;17049;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201912645210883
1336261;200813362610209;19.02.2008;1;290;201713362610334;30.12.2019;10;201713362610334;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201913362610412
1519131;201215191310687;05.01.2012;1;290;17019;30.12.2019;5;17019;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201915191310956
1360851;201813608510653;24.01.2018;;;;30.12.2019;1;201813609710516;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201913608510703
1600841;201416008412002;11.03.2014;2;275;17037;30.12.2019;4;17037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916008413184
1519121;201515191210528;18.10.2015;3;279;17047;30.12.2019;3;17047;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201915191210681
1519121;201515191210528;18.10.2015;3;279;17047;30.12.2019;3;17047;Kvíga;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201915191210682
1665491;201416659411312;21.04.2014;1;281;17037;30.12.2019;3;17037;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201916654912573
1638711;201716387111284;29.10.2017;;;;30.12.2019;1;201716387111263;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201916387111431
1463281;201614632810706;27.09.2016;3;284;17030;30.12.2019;2;17030;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914632810864
1533501;201715335010398;16.06.2017;2;297;17016;30.12.2019;1;17016;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201915335010453
1528861;201415288611755;11.11.2014;1;639;16026;30.12.2019;3;999999999919999;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915288612227
1664941;201516649411110;19.07.2015;2;287;13084;30.12.2019;3;13084;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;201916649411368
1645281;201416452812034;24.09.2014;1;284;13027;30.12.2019;4;13027;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916452812764
1397951;201713979510375;17.12.2017;;;;30.12.2019;1;999999999919999;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201913979510423
1666181;201516661811145;30.01.2015;1;297;12001;30.12.2019;4;12001;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916661811557
1666181;201516661811145;30.01.2015;1;297;12001;30.12.2019;4;12001;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916661811558
1650171;201816501710734;29.04.2018;1;295;201716501710705;30.12.2019;1;201716501710705;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916501710807
1440541;201714405410743;26.11.2017;1;284;17029;30.12.2019;1;17029;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914405410867
1637911;201816379110902;07.01.2018;1;286;17034;30.12.2019;1;17034;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201916379111021
1460381;201714603810987;01.12.2017;1;279;201714603810982;30.12.2019;1;201714603810982;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914603811162
1525431;201715254311218;20.12.2017;;;;30.12.2019;1;201715217811623;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201915254311282
1396941;201713969410612;16.09.2017;;;;30.12.2019;1;201713969410590;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1463551;201714635511044;08.12.2017;;;;30.12.2019;1;17050;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914635511188
1548501;201715485010496;27.09.2017;1;304;201715485010500;30.12.2019;1;201715485010500;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915485010546
1447162;201714471620547;05.10.2017;2;339;13051;30.12.2019;1;201714471620521;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;201914471620675
1663921;201416639210711;31.12.2014;1;331;13027;30.12.2019;3;201716639210767;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916639211047
1662631;201716626310978;08.09.2017;1;294;201716626310986;30.12.2019;1;201716626310986;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916626311097
1653611;201716536111815;11.11.2017;1;308;17026;30.12.2019;1;201716536111783;Naut;2. Léttur burður-lítil burðarhjálp;9, Drapst í fæðingu;
1665631;201716656310849;07.11.2017;;;;30.12.2019;1;201716656310840;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1526591;201815265910896;14.01.2018;;;;30.12.2019;1;201715259310897;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915265911020
1534231;201715342310711;09.08.2017;;;;30.12.2019;1;201715342310716;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201915342310818
1519671;201715196710848;19.11.2017;;;;30.12.2019;1;201715196710826;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201915196710928
1645471;201816454711231;25.01.2018;;;;30.12.2019;1;201716454711201;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1665471;201716654710328;24.10.2017;1;281;17037;30.12.2019;1;17037;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201916654710375
1347241;201713472411154;29.12.2017;1;290;13051;30.12.2019;1;13051;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201913472411377
1639691;201716396910143;05.11.2017;;;;30.12.2019;1;201716396910156;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916396910311
1360111;201513601710875;18.09.2015;1;295;12007;30.12.2019;3;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201913601111017
1533461;201715334610578;01.07.2017;1;287;17016;30.12.2019;1;17016;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915334610667
1528191;201715281910757;07.04.2017;1;294;201715281910786;30.12.2019;1;201715281910786;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915281910865
1652701;201616527010930;10.06.2016;1;289;13011;30.12.2019;2;13011;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916527011226
1527451;201715274510950;24.07.2017;;;;30.12.2019;1;201715274510954;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201915274511065
1375411;201513754110858;20.09.2015;2;289;201713754111004;30.12.2019;2;201713754111004;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201913754111133
1526521;201615265211248;30.11.2016;3;283;17030;30.12.2019;2;17030;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201915265211625
1447171;201714471710442;03.05.2017;1;455;12001;30.12.2019;1;201714471710450;Naut;3. Erfiður burður-mikil burðarhjálp;9, Drapst í fæðingu;
1676361;201716763610671;19.01.2017;1;251;17047;30.12.2019;1;17047;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1523071;201515230710916;06.09.2015;1;280;17030;30.12.2019;3;17030;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915230711140
1665981;201716659810818;23.02.2017;1;286;17031;30.12.2019;2;17031;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916659810965
1526571;201715265711573;08.01.2017;1;289;17031;30.12.2019;2;17031;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201915265711914
1369411;201713694110463;09.01.2017;1;287;12090;30.12.2019;2;12090;Naut;1. Auðveldur burður-bar sjálf;8, Drapst innan 20 daga;
1397951;201513979510323;25.09.2015;1;287;17005;30.12.2019;3;17005;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1641631;201616416310945;31.08.2016;;;;30.12.2019;1;201616416310950;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916416311381
1528841;201615288411139;04.10.2016;1;285;17047;30.12.2019;2;17028;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;201915288411323
1664921;201616649211194;02.12.2016;1;282;17037;30.12.2019;2;17037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201916649211426
1454751;201614547510555;25.01.2016;4;285;17037;30.12.2019;2;17037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201914547510747
1453911;201514539110483;11.11.2015;1;291;13051;30.12.2019;3;13051;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201914539110617
1534261;201615342610468;21.05.2016;3;280;17026;30.12.2019;2;17026;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201915342610562
1463451;201714634510332;10.01.2017;1;279;14008;30.12.2019;2;14008;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201914634510497
1652701;201516527010875;13.10.2015;1;289;13011;30.12.2019;3;13011;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201916527011225
1524261;201615242610434;14.02.2016;1;279;14008;30.12.2019;2;14008;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201915242610585
