Búsnúmer.;Einstaklingsnr. móður;Fæð.dagur móður;Nr. síð. sæð.;Dagar - sæð. til burðar;Naut;Burðardags.;Burður nr.;Faðir;Kyn;Gangur;Afdrif;Númer kálfs
1360171;201413591310294;26.01.2014;1;280;14050;30.12.2020;5;14050;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202013601711266
1519671;201415196710749;29.12.2014;1;296;13011;30.12.2020;5;13011;Naut;2. Léttur burður-lítil burðarhjálp;7,  Drapst innan sólarhrings;
1410061;201314100610775;26.05.2013;1;279;14029;30.12.2020;6;14029;Kvíga;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202014100611391
1345061;201313450610532;24.02.2013;3;279;14008;30.12.2020;6;14008;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202013450610752
1361391;200913613910304;12.04.2009;1;303;201813613910600;30.12.2020;9;201813613910600;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202013613910706
1359361;201113593610624;25.05.2011;2;289;17061;30.12.2020;7;17061;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202013593611264
1528851;201215288510998;18.02.2012;3;287;18011;30.12.2020;6;18011;Kvíga;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1664871;201816648710902;22.02.2018;2;307;18023;30.12.2020;1;201816648710914;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202016648711010
1600841;201716008412551;12.05.2017;1;283;12007;30.12.2020;2;12007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016008413419
1519381;201715193810327;14.03.2017;1;278;18011;30.12.2020;2;18011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015193810424
1526561;201715265611101;12.07.2017;2;295;13051;30.12.2020;2;13051;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202015265611322
1441521;201814415210904;03.01.2018;;;;30.12.2020;1;201814415610463;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202014415211024
1453511;201914535110560;05.04.2019;;;;30.12.2020;1;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202014535110614
1460101;201714601010948;02.07.2017;1;287;12001;30.12.2020;2;12001;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202014601011106
1662741;201616627411408;08.10.2016;1;285;15011;30.12.2020;3;15011;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202016627411603
1662371;201616623710514;16.12.2016;1;282;18022;30.12.2020;2;18022;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016623710619
1676291;201516762910786;20.11.2015;1;290;13011;30.12.2020;4;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016762911016
1379521;201713795210768;13.08.2017;2;282;18014;30.12.2020;2;18014;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202013795210936
1521781;201615217811526;10.08.2016;1;391;12090;30.12.2020;3;201815345910774;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015217812067
1525931;201815259310966;05.09.2018;1;285;201815259310979;30.12.2020;1;201815259310979;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1639061;201816390610970;21.11.2018;1;325;18016;30.12.2020;1;201916390610983;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202016390611084
1348671;201813486710373;14.09.2018;;;;30.12.2020;1;201813486710363;Naut;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1336261;201413362610279;06.10.2014;1;290;201813362610378;30.12.2020;5;201813362610378;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202013362610431
1581711;201415817110526;09.06.2014;1;288;12090;30.12.2020;5;12090;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;202015817110802
1460101;201814601011005;23.11.2018;;;;30.12.2020;1;201814593011840;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202014601011105
1526561;201915265611182;10.01.2019;1;277;201915265611208;30.12.2020;1;201915265611208;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015265611323
1662811;201816628110942;01.10.2018;;;;30.12.2020;1;201816628110931;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1637911;201816379110961;12.12.2018;1;303;18022;30.12.2020;1;999999999919999;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202016379111092
1664611;201816646110843;25.12.2018;1;282;14029;30.12.2020;1;14029;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1534101;201815341010847;22.07.2018;;;;30.12.2020;1;201815341010872;Kvíga;2. Léttur burður-lítil burðarhjálp;5, Fósturlát;
1464281;201814642811140;27.09.2018;;;;30.12.2020;1;201814642811143;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202014642811273
1645281;201816452812541;05.09.2018;;;;30.12.2020;1;201816452812527;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1379111;201913791110038;04.02.2019;;;;30.12.2020;1;201813791110993;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;202013791110158
1463551;201814635511120;22.12.2018;1;284;18006;30.12.2020;1;18006;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;202014635511229
1662811;201816628110945;11.10.2018;;;;30.12.2020;1;201816628110931;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1664841;201916648411352;29.01.2019;;;;30.12.2020;1;999999999919999;Óþekkt;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1519181;201815191810662;29.10.2018;1;291;201915191810685;30.12.2020;1;201915191810685;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015191810798
1572011;201815720112553;16.12.2018;;;;30.12.2020;1;201815720112532;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1459791;201814597910536;30.10.2018;;;;30.12.2020;1;201814597910532;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202014597910692
1682831;201816828310894;29.12.2018;1;284;18024;30.12.2020;1;18024;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202016828310981
1336261;201713362610339;02.11.2017;1;274;201813362610374;30.12.2020;2;201813362610374;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202013362610430
1336261;201313362610265;05.01.2013;1;285;201813362610374;30.12.2020;7;201813362610374;Kvíga;1. Auðveldur burður-bar sjálf;6, Seldur;202013362610432
1526591;201815265910900;24.01.2018;2;279;18024;30.12.2020;2;18024;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015265911076
1645281;201716452812445;07.12.2017;3;281;95400;30.12.2020;2;95400;Kvíga;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202016452812918
1634621;201816346210783;11.01.2018;2;287;18017;30.12.2020;2;18017;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202016346210962
1359531;201813595313009;30.05.2018;1;289;201813595313000;30.12.2020;1;201813595313000;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1462881;201814628810394;21.06.2018;1;421;18004;30.12.2020;1;18004;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202014628810518
1375411;201713754111000;04.12.2017;1;289;18014;30.12.2020;2;18014;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202013754111201
1343452;201813434520483;23.04.2018;5;285;18014;30.12.2020;1;18014;Naut;2. Léttur burður-lítil burðarhjálp;7,  Drapst innan sólarhrings;
1529411;201715289411333;27.12.2017;1;285;13022;30.12.2020;2;13022;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1526461;201715264612661;07.10.2017;2;280;201815264612843;30.12.2020;2;201815264612843;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015264613141
1670731;201716707311304;29.11.2017;;;;30.12.2020;1;201816707311363;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016707311494
1670941;201816709410924;24.01.2018;1;288;13051;30.12.2020;2;13051;Naut;2. Léttur burður-lítil burðarhjálp;9, Drapst í fæðingu;
1653171;201816531710687;31.01.2018;;;;30.12.2020;2;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016531710777
1667281;201716672811629;20.11.2017;1;293;18026;30.12.2020;2;18026;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202016672811972
1662371;201816623710556;19.04.2018;2;283;18025;30.12.2020;1;18025;Kvíga;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1670731;201816707311323;31.01.2018;;;;30.12.2020;1;201816707311363;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016707311493
1534101;201814402210374;05.06.2018;;;;30.12.2020;1;201814402210377;Óþekkt;1. Auðveldur burður-bar sjálf;5, Fósturlát;
1580531;201715805310871;02.09.2017;1;281;14031;30.12.2020;2;14031;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015805311069
1528351;201515283510987;28.10.2015;1;295;13011;30.12.2020;4;13011;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202015283511203
1261421;201712614210444;06.06.2017;;;;30.12.2020;1;201812614210465;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202012614210580
1534351;201815343511296;13.01.2018;1;303;12007;30.12.2020;2;12007;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015343511484
1667251;201616672512014;21.01.2016;2;291;12007;30.12.2020;3;12007;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202016672512480
1667351;201616673510657;29.07.2016;3;288;15018;30.12.2020;3;15018;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202016673510919
1528281;201615282811410;09.11.2016;3;295;18006;30.12.2020;2;18006;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015282811701
1464761;201714647610498;10.01.2017;2;286;13051;30.12.2020;3;13051;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202014647610686
1654691;201516546910686;24.05.2015;1;280;18028;30.12.2020;4;18028;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202016546910896
1525991;201715259810668;28.03.2017;1;295;18009;30.12.2020;3;18009;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015259912272
1526781;201615264612431;05.01.2016;2;282;12007;30.12.2020;4;12007;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;202015267811325
1337362;201613373620823;22.11.2016;1;280;18011;30.12.2020;3;18011;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;202013373620982
1667921;201716679210504;05.01.2017;1;285;13011;30.12.2020;3;13011;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202016679210670
1537221;201615372210689;03.04.2016;3;300;13022;29.12.2020;3;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202015372210828
1639061;201616390610834;16.09.2016;2;292;12090;29.12.2020;3;12090;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016390611083
1526521;201515265211114;06.07.2015;2;288;12097;29.12.2020;4;12097;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;202015265211741
1662741;201616627411414;04.11.2016;3;291;13051;29.12.2020;3;13051;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1461571;201714615710418;31.01.2017;1;286;18027;29.12.2020;2;18027;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202014615710595
1654801;201416548010509;06.12.2014;2;280;13011;29.12.2020;5;13011;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016548010755
1464861;201514648610594;20.03.2015;3;293;18025;29.12.2020;4;18025;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202014648610877
1653611;201416536111516;31.08.2014;3;282;13011;29.12.2020;5;13011;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;202016536112097
1676291;201416762910749;21.11.2014;1;289;18019;29.12.2020;4;18019;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;202016762911015
1651551;201416515511034;21.10.2014;2;288;13051;29.12.2020;4;13051;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;202016515511239
1526091;201515260911936;23.01.2015;1;285;13057;29.12.2020;4;13057;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;202015260912459
