Búsnúmer.;Einstaklingsnr. móður;Fæð.dagur móður;Nr. síð. sæð.;Dagar - sæð. til burðar;Naut;Burðardags.;Burður nr.;Faðir;Kyn;Gangur;Afdrif;Númer kálfs
1360171;201513601710869;08.08.2015;3;304;16036;31.12.2018;2;16036;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813601711132
1348671;201613486710277;31.10.2016;;;;31.12.2018;1;201613486710257;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1638991;201716389911101;10.02.2017;1;285;16039;31.12.2018;1;16039;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201816389911231
1446541;201516622811004;02.10.2015;1;277;16028;31.12.2018;2;16028;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814465411009
1638991;201716389911117;18.05.2017;1;272;16040;31.12.2018;1;16040;Kvíga;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1528861;201715288611959;18.03.2017;;;;31.12.2018;1;999999999919999;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1523171;201615231711100;21.05.2016;1;305;201415231710972;31.12.2018;1;201415231710972;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201815231711268
1519691;201615196911136;06.05.2016;2;291;11054;31.12.2018;1;11054;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;201815196911291
1463141;201714631411020;01.02.2017;1;288;16038;31.12.2018;1;16038;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;201814631411182
1526591;201615265910821;04.11.2016;1;284;16018;31.12.2018;1;16018;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815265910954
1633981;201616339811003;27.06.2016;;;;31.12.2018;2;201516339810908;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816339811078
1331671;201613373720252;25.07.2016;;;;31.12.2018;1;201613316710715;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201813316710862
1668351;201516683510660;22.02.2015;1;280;11011;31.12.2018;3;11011;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1360171;201513601710895;17.12.2015;1;283;16036;31.12.2018;2;16036;Kvíga;3. Erfiður burður-mikil burðarhjálp;1, Settur á;201813601711131
1362451;201313624510824;13.12.2013;2;292;16030;31.12.2018;3;16030;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1640531;201416405310791;14.12.2014;2;284;16037;31.12.2018;2;16037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816405311105
1534591;201415345910614;23.12.2014;2;292;16038;31.12.2018;3;16038;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815345910802
1524221;201515245010510;08.02.2015;1;287;10081;31.12.2018;2;10081;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815242210176
1462811;201314628110684;20.06.2013;2;286;11011;31.12.2018;4;11011;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201814628111038
1360111;201413601110665;04.06.2014;3;285;11070;31.12.2018;3;11070;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813601110946
1641861;201516338810468;15.03.2015;3;288;11054;31.12.2018;2;11054;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816418612149
1641861;201516338810468;15.03.2015;3;288;11054;31.12.2018;2;11054;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1525771;201415257710902;11.12.2014;3;283;16018;31.12.2018;3;16018;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815257711125
1525771;201415257710902;11.12.2014;3;283;16018;31.12.2018;3;16018;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201815257711124
1639451;201416394510529;12.02.2014;3;286;10081;31.12.2018;3;10081;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201816394510766
1527641;201315276410816;17.09.2013;1;292;16008;31.12.2018;4;16008;Kvíga;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1519121;201415191210501;08.11.2014;1;289;16030;31.12.2018;3;16030;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815191210640
1638721;201416387210521;27.09.2014;4;209;16054;31.12.2018;3;10077;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;201816387210797
1338531;201413385311683;13.11.2014;2;277;16054;31.12.2018;3;16054;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201813385312012
1644721;201516447211037;12.02.2015;7;290;11054;31.12.2018;2;10079;Kvíga;2. Léttur burður-lítil burðarhjálp;8, Drapst innan 20 daga;201816447211208
1682452;201316763010957;08.11.2013;1;283;11011;31.12.2018;2;11011;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201816824520580
1663581;201316635810945;06.12.2013;4;289;16036;31.12.2018;3;16036;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816635811171
1664651;201416646511091;22.12.2014;2;290;10067;31.12.2018;2;10067;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816646511353
1524711;201415247111409;23.10.2014;2;301;16030;31.12.2018;3;16030;Kvíga;4. Mjög erfiður burður-aðstoð dýralæknis;4, Fæddist dauður;
1523171;201415231710973;23.03.2014;2;291;11054;31.12.2018;2;11054;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201815231711267
1524711;201315247111326;01.04.2013;1;287;10067;31.12.2018;4;10067;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815247111690
1682331;201416763010968;05.10.2014;1;290;10097;31.12.2018;2;10097;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201816823310393
1343941;201413439410523;06.10.2014;1;286;11007;31.12.2018;3;11007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201813439410680
1360851;201313608510515;29.01.2013;1;283;16019;31.12.2018;4;16019;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201813608510674
1641631;201416415610759;25.10.2014;1;283;16036;31.12.2018;2;16036;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816416311257
1667661;201416676610474;22.06.2014;2;442;10081;31.12.2018;2;999999999919999;Naut;1. Auðveldur burður-bar sjálf;7,  Drapst innan sólarhrings;
1463551;201314472510441;13.07.2013;1;286;16040;31.12.2018;4;16040;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814635511126
1663921;201216639210684;23.10.2012;1;647;10079;31.12.2018;4;201716639210830;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816639210900
1362451;201113624510700;20.11.2011;1;297;11051;31.12.2018;6;11051;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813624511190
1650621;201016506210261;10.12.2010;1;286;16040;31.12.2018;5;16040;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;201816506210484
1640601;201416406010694;08.02.2014;1;286;16037;30.12.2018;3;16037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816406011001
1534591;201515345910620;05.02.2015;1;291;16037;30.12.2018;3;16037;Naut;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815345910801
1664911;201416649110663;11.02.2014;1;280;16040;30.12.2018;4;16040;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816649110968
1525931;201415259310641;23.02.2014;2;277;11002;30.12.2018;4;11002;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201815259310979
1345121;201413451210650;29.04.2014;3;292;16031;30.12.2018;3;16031;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201813451210873
1667641;201416676410619;11.12.2014;1;284;11050;30.12.2018;3;11050;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816676410807
1343452;201513434520421;27.01.2015;2;230;16049;30.12.2018;3;16049;Kvíga;1. Auðveldur burður-bar sjálf;5, Fósturlát;
1343452;201513434520421;27.01.2015;2;230;16049;30.12.2018;3;16049;Naut;1. Auðveldur burður-bar sjálf;5, Fósturlát;
1665691;201516656910651;20.01.2015;1;279;11023;30.12.2018;3;11023;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816656910864
1638981;201316389810741;08.01.2013;1;288;11054;30.12.2018;5;11054;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816389811090
1668331;201516683310305;24.04.2015;2;278;11023;30.12.2018;2;11023;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201816683310407
1653611;201416536111517;31.08.2014;2;283;16037;30.12.2018;3;16037;Kvíga;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816536111926
1459301;201214593011221;31.10.2012;2;292;11007;30.12.2018;4;11007;Naut;4. Mjög erfiður burður-aðstoð dýralæknis;7,  Drapst innan sólarhrings;
1396031;201213960310615;16.01.2012;1;299;16031;30.12.2018;5;16031;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201813960310911
1527241;201215281810375;01.11.2012;1;281;16023;30.12.2018;4;16023;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815272411066
1337362;201113373610616;03.11.2011;1;289;16039;30.12.2018;6;16039;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813373620908
1630291;201116302910272;05.05.2011;1;297;11054;30.12.2018;5;11054;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816302910390
1446541;201214465410690;06.03.2012;2;280;16043;30.12.2018;5;16043;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814465411008
1574841;201115748411346;21.06.2011;2;296;11007;30.12.2018;6;11007;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815748411613
1528861;201615288611915;13.11.2016;;;;30.12.2018;1;999999999919999;Naut;3. Erfiður burður-mikil burðarhjálp;9, Drapst í fæðingu;
1528871;200815288710973;09.12.2008;1;288;16038;30.12.2018;8;16038;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815288711609
1524261;201615242610433;12.02.2016;3;398;16003;30.12.2018;1;201715242610460;Naut;3. Erfiður burður-mikil burðarhjálp;9, Drapst í fæðingu;
1453581;201014535810294;30.12.2010;2;291;10089;30.12.2018;6;10089;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814535810436
1662661;201416626610669;23.07.2014;1;290;10081;30.12.2018;3;10081;Naut;2. Léttur burður-lítil burðarhjálp;3, Slátrað/í sláturhús;201816626610852
1526831;201615268310522;08.10.2016;1;286;10067;30.12.2018;1;10067;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815268310568
1459921;201614599210827;21.09.2016;;;;30.12.2018;1;201714598910952;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201814599210962
1651551;201616515511096;02.08.2016;1;295;16016;30.12.2018;1;16016;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1666051;201616660510813;16.07.2016;;;;30.12.2018;1;201516660510785;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816660510946
1663501;201316635010790;07.04.2013;1;287;11054;30.12.2018;4;11054;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816635011053
1523071;200715230710560;19.12.2007;2;289;16002;30.12.2018;8;16002;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1375751;201413757510803;20.11.2014;2;201;16042;30.12.2018;3;16042;Naut;3. Erfiður burður-mikil burðarhjálp;4, Fæddist dauður;
1460381;201514603810809;26.08.2015;3;286;16028;30.12.2018;2;16028;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814603811076
1521781;201415217811244;27.07.2014;1;288;16002;30.12.2018;3;16002;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201815217811822
1453361;201214533610538;15.06.2012;1;291;11050;30.12.2018;5;11050;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201814533610828
1639441;201716394410167;30.06.2017;;;;30.12.2018;1;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816394410186
1668271;201616682710868;23.09.2016;;;;30.12.2018;1;201616682710866;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816682711001
1664941;201616649411138;06.02.2016;1;286;11063;30.12.2018;2;11063;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816649411298
1639321;201516393210607;12.08.2015;1;284;16039;30.12.2018;2;16039;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201816393210755
1654681;201616546810754;08.01.2016;1;286;11050;30.12.2018;2;11050;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816546810962
1667251;201516672512004;18.11.2015;1;280;16036;30.12.2018;2;16036;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201816672512302
1519331;201615193311104;18.08.2016;;;;30.12.2018;1;201715193311141;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201815193311226
1663921;201416639210746;13.12.2014;2;283;201716639210830;30.12.2018;2;201716639210830;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816639211027
1348671;201613445910456;23.09.2016;;;;30.12.2018;1;201613486710257;Kvíga;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1639361;201616393611643;24.04.2016;;;;30.12.2018;1;999999999919999;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816393611802
1463281;201514684810384;25.11.2015;1;284;10067;30.12.2018;2;10067;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814632810820
1454751;201614547510591;21.09.2016;2;280;16037;30.12.2018;1;16037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814547510696
1523281;201615232810648;26.12.2016;;;;30.12.2018;1;201615232810626;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815232810760
1360171;201513601710890;28.11.2015;1;297;16040;30.12.2018;2;16040;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201813601711130
1513581;201515135810645;11.06.2015;1;280;10067;30.12.2018;2;10067;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815135810789
1528211;201615282110898;04.02.2016;1;287;16018;30.12.2018;2;16018;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201815282111002
1645281;201516452812101;08.06.2015;;;;30.12.2018;2;201716452812399;Kvíga;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816452812608
1670761;201516707610988;04.10.2015;1;286;11050;30.12.2018;2;11050;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816707612156
1640381;201616403810886;18.01.2016;3;292;16038;30.12.2018;1;16038;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816403811055
1535401;201615354010145;26.07.2016;1;290;16037;30.12.2018;1;16037;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815354010162
1261381;201612613810712;24.01.2016;1;283;11054;30.12.2018;2;11054;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201812613810963
1459301;201514593011443;21.06.2015;1;280;16042;30.12.2018;2;16042;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814593011858
1412421;201614124211132;13.12.2016;1;288;10069;30.12.2018;1;10069;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;201814124211293
1462801;201514628010791;17.11.2015;3;272;10011;30.12.2018;2;10011;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201814628010892
1532911;201615329110335;26.10.2016;;;;30.12.2018;1;201715329110341;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;201815329110364
1665941;201516654912121;30.08.2015;1;285;16036;30.12.2018;2;16036;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816659411469
1465051;201514650510483;30.10.2015;;;;30.12.2018;1;201614650510499;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814650510620
1519181;201515191810547;18.12.2015;1;286;16002;30.12.2018;2;16002;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815191810682
1412421;201613904510275;08.01.2016;;;;30.12.2018;1;201613904510284;Naut;1. Auðveldur burður-bar sjálf;9, Drapst í fæðingu;
1667641;201516676410651;31.12.2015;2;291;16036;30.12.2018;2;16036;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201816676410806
1671681;201616716811449;26.01.2016;3;283;11007;30.12.2018;1;11007;Naut;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1524711;201615247111526;05.09.2016;;;;30.12.2018;1;201615264612530;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201815247111689
1453361;201614533610727;05.09.2016;1;280;201614533610762;30.12.2018;1;201614533610762;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201814533610829
1465051;201614650510501;09.02.2016;;;;30.12.2018;1;201614650510499;Óþekkt;2. Léttur burður-lítil burðarhjálp;9, Drapst í fæðingu;
1667921;201616679210488;07.11.2016;;;;30.12.2018;1;201616674610723;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816679210583
1572011;201515720112180;08.09.2015;4;286;10097;30.12.2018;2;10097;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201815720112560
1664941;201616649411139;02.02.2016;1;424;201616649810589;30.12.2018;1;201616649810589;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201816649411297
1360111;201613601110807;17.10.2016;;;;30.12.2018;1;201613601110793;Kvíga;2. Léttur burður-lítil burðarhjálp;9, Drapst í fæðingu;
1528351;201315283510890;19.07.2013;1;280;10067;30.12.2018;4;10067;Naut;1. Auðveldur burður-bar sjálf;6, Seldur;201815283511112
1360671;201313606710343;04.08.2013;1;279;16039;30.12.2018;4;16039;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813606710498
1666051;201316660510680;25.04.2013;1;296;16037;30.12.2018;3;16037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816660510945
1463551;201414635510796;22.03.2014;1;294;16022;30.12.2018;3;16022;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814635511125
1527471;201315274710640;01.05.2013;2;290;16025;30.12.2018;4;16025;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201815274710803
1465051;201414650510445;21.11.2014;1;280;16017;30.12.2018;2;16017;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201814650510621
1459921;201314599210681;17.09.2013;1;200;201714598910952;30.12.2018;4;201714598910952;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201814599210961
1534441;201415344410550;07.05.2014;1;285;16037;30.12.2018;2;16037;Naut;2. Léttur burður-lítil burðarhjálp;7,  Drapst innan sólarhrings;
1662661;201416626610698;29.12.2014;1;285;16026;30.12.2018;3;16026;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816626610851
1638691;201316389210486;28.09.2013;1;283;10081;30.12.2018;4;10081;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816386911598
1331671;201513316710681;06.03.2015;2;280;16051;30.12.2018;2;16051;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813316710837
1343452;201313434520380;21.03.2013;2;288;16040;29.12.2018;4;16040;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;
1463281;201414632810627;05.11.2014;1;293;11054;29.12.2018;3;11054;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201814632810819
1600751;201316007510642;03.11.2013;2;291;11023;29.12.2018;4;11023;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816007510916
1564631;201415646310720;02.08.2014;1;281;201615646310818;29.12.2018;3;201615646310818;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815646310964
1359531;201413485610573;22.05.2014;1;287;16026;29.12.2018;3;16026;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813595313179
1398201;201213982010574;02.11.2012;1;286;10011;29.12.2018;5;10011;Naut;3. Erfiður burður-mikil burðarhjálp;1, Settur á;201813982010821
1519181;201315191810466;27.01.2013;4;285;16030;29.12.2018;4;16030;Naut;2. Léttur burður-lítil burðarhjálp;9, Drapst í fæðingu;
1399011;200813990110212;07.07.2008;1;286;16038;29.12.2018;7;16038;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201813990110413
1399011;200813990110212;07.07.2008;1;286;16038;29.12.2018;7;16038;Naut;3. Erfiður burður-mikil burðarhjálp;2, Alinn til kjötframleiðslu;201813990110414
1662721;200516622810377;02.11.2005;2;284;10077;29.12.2018;9;10077;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201816627210028
1459981;201514599810492;06.12.2015;2;282;16026;29.12.2018;2;16026;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814599810610
1654741;201616547410549;31.12.2016;1;287;16036;29.12.2018;1;16036;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816547410626
1639951;201516399511041;12.10.2015;2;283;16037;29.12.2018;2;16037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816399511286
1638711;201316387110985;16.08.2013;1;290;11054;29.12.2018;4;11054;Naut;2. Léttur burður-lítil burðarhjálp;6, Seldur;201816387111361
1441061;201414410610500;06.09.2014;1;281;16017;29.12.2018;1;16017;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201814410610601
1526591;201415265910702;21.12.2014;1;290;11023;29.12.2018;3;11023;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201815265910952
1650831;201516508310506;03.02.2015;1;285;16037;29.12.2018;2;16037;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201816508310632
1528161;201415264612303;21.11.2014;1;293;16008;29.12.2018;3;16008;Naut;2. Léttur burður-lítil burðarhjálp;4, Fæddist dauður;
1526591;201715265910843;14.01.2017;;;;29.12.2018;1;201615265910805;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201815265910953
1530741;201515307410790;08.03.2015;1;287;16022;29.12.2018;2;16022;Kvíga;1. Auðveldur burður-bar sjálf;1, Settur á;201815307410977
1638921;201516389210574;26.01.2015;4;299;16037;29.12.2018;2;16037;Kvíga;2. Léttur burður-lítil burðarhjálp;7,  Drapst innan sólarhrings;
1564631;201515646310802;12.12.2015;3;286;201615646310818;29.12.2018;2;201615646310818;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201815646310963
1639361;201616393611633;03.04.2016;;;;29.12.2018;1;999999999919999;Kvíga;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1661851;201616618511415;12.09.2016;;;;29.12.2018;1;201616618511412;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816618511564
1538551;201615385510883;26.05.2016;;;;29.12.2018;1;201715385510897;Óþekkt;1. Auðveldur burður-bar sjálf;4, Fæddist dauður;
1653611;201516536111650;25.11.2015;1;290;16031;29.12.2018;2;16031;Naut;1. Auðveldur burður-bar sjálf;3, Slátrað/í sláturhús;201816536111924
1528861;201615288611884;30.06.2016;;;;29.12.2018;1;999999999919999;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201815288612115
1360621;201613606210669;05.12.2016;2;285;11050;29.12.2018;1;11050;Naut;2. Léttur burður-lítil burðarhjálp;2, Alinn til kjötframleiðslu;201813606210782
1460581;201614605810679;15.10.2016;;;;29.12.2018;1;201614605810712;Kvíga;2. Léttur burður-lítil burðarhjálp;1, Settur á;201814605810773
1662641;201616626410571;04.11.2016;3;284;16028;29.12.2018;1;16028;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201816626410690
1601091;201516007510729;18.09.2015;3;271;16043;29.12.2018;2;16043;Naut;1. Auðveldur burður-bar sjálf;1, Settur á;201816010910377
1396941;201513956710464;24.09.2015;1;291;16037;29.12.2018;2;16037;Naut;1. Auðveldur burður-bar sjálf;2, Alinn til kjötframleiðslu;201813969410658
